ingredient_name,rating,functions,benefits
Melaleuca Cajeputi Oil,WORST,"A volatile, plant-derived oil primarily used as a perfuming agent. This oil contains fragrant compounds like cineole, linalool and terpineol that can sensitize skin.",
Melissa Officinalis,WORST,"Herb from the mint family commonly known as lemon balm. Though it has antioxidant properties, it also poses a risk of skin irritation due to its fragrant components.",
Mentha Arvensis,WORST,Mint plant that can be sensitizing to skin.,
Mentha Piperita,WORST,"Both the oil and the extract can have disinfectant properties, but they can also have a sensitizing effect on skin.",
Mentha Spicata,WORST,"Also known as spearmint, this is the source of a volatile oil that can be sensitizing when applied topically to skin.",
Mentha Viridis,WORST,A type of mint that has antioxidant properties but is also an irritant when applied topically.,
Menthol,WORST,Skin sensitizing plant extract derived from peppermint used largely for its scent and its unique cooling sensation when applied topically.,
Menthone,WORST,Skin-sensitizing plant extract commonly derived from peppermint used largely for its scent and unique cooling sensation when applied topically.,
Menthoxypropanediol,WORST,Menthoxypropanediol is a fragrant and cooling cosmetics ingredient most often used in lip care that can cause skin sensitization.,
Menthyl Lactate,WORST,"Menthyl lactate is an ester of menthol used in skin care and cosmetics for its scent and cooling effect, but it can cause sensitivity.",
Methanol,WORST,"Methanol is a volatile, organic alcohol used to help denature other forms of alcohol. When used on its own, it’s toxic when inhaled, applied topically or ingested.",
Methylchloroisothiazolinone,WORST,Methylchloroisothiazolinone (MCI) is a skin sensitizing organic compound used as a preservative when combined with methylisothiazolinone.,
Methyldibromo Glutaronitrile,WORST,Methyldibromo glutaronitrile is a well-known skin sensitizer that has preservative properties.,
Methylisothiazolinone,WORST,Methylisothiazolinone (MI or MIT) is a skin sensitizing compound used as a preservative in cosmetics alongside methylchloroisothiazolinone (MCI).,
Methyl Salicylate,WORST,"Also known as wintergreen oil, this ingredient is a skin irritant.",
Mint,WORST,"Mint, AKA Mentha, is a genus of plants often used in skin care for its fragrance. Some species in this genus are also used for their unique cooling sensation.",
Myrrh,WORST,Fragrant gum resin that can be a skin sensitizer. There is little research showing it has any benefit for skin.,
Narcissus Poeticus Flower Wax,WORST,"Fragrant cosmetic ingredient that contains volatile compounds, like benzyl benzoate and limonene, that can trigger skin sensitization. Also used as a texture enhancer.",
Neroli,WORST,Fragrant plant that is most sensitizing to skin in its oil form.,
Neroli Oil,WORST,Fragrant plant oil that can be a skin sensitizer.,
Olibanum Extract,WORST,Fragrant component used in skin care products; it can be a skin sensitizer.,
Orange Blossom,WORST,"A fragrant group of skin care ingredients (oils, extracts and waters) most commonly derived from the flowers of Citrus sinensis and Citrus aurantium orange trees whose volatile fragrant compounds can sensitize skin.",
Orchid,WORST,Fragrant flower that can be a skin sensitizer.,Hydration
Orchid Extract,WORST,Fragrant flower that can be a skin sensitizer.,Hydration
Oregano,WORST,"Has beneficial properties, but can also be a skin sensitizer.",
Origanum Majorana,WORST,A plant extract and volatile oil that contains skin-sensitizing aromatic compounds. Also known (and used in foods) as marjoram.,
Origanum Vulgare Flower Extract,WORST,"Has beneficial properties, but can also be a skin sensitizer.",
Orris Root,WORST,Used primarily as a fragrant component due to its violet-like scent.,
Palmarosa Oil,WORST,Fragrant oil that can have beneficial properties but also can be a skin sensitizer.,
Papain,WORST,"Enzyme extracted from papaya. Applied topically, papain can aggravate skin.",Smooths Bumpy Skin
Para-Aminobenzoic Acid (PABA),WORST,Sunscreen ingredient rarely used since the 1990s because of strong potential for sensitizing reactions.,Anti-Aging
Parfum/Fragrance,WORST,"Another name for fragrance on a cosmetic ingredient label, often made up of numerous substances capable of sensitizing skin.",
Patchouli,WORST,Fragrant oil derived from mint. It contains eugenol and can aggravate skin.,
Paullinia Cupana Seed Extract,WORST,Herb that contains two and a half times more caffeine than coffee.,
Pelargonium Graveolens Oil,WORST,Fragrant oil (geranium) that can be a skin sensitizer.,
Pellitory,WORST,Plant whose root extract can cause skin sensitivity.,
Pentadecalactone,WORST,"Pentadecalactone is a sensitizing ingredient used in skin care as a fragrance or masking agent due to its musky, powdery scent.",
Peppermint,WORST,"Both the oil and the extract can have disinfectant properties, but they can also have a sensitizing effect on skin.",
Petitgrain Mandarin,WORST,This citrus plant has the potential to irritate skin due to its fragrance components.,
Photosensitizer,WORST,Ingredient that can cause the skin to have a sensitizing reaction when exposed to sunlight.,
Pine Oil,WORST,It can aggravate skin and should never be used on abraded or chafed skin.,
Pinus Lambertiana Wood Extract,WORST,Pine extract that may aggravate skin.,
Pinus Palustris Oil,WORST,It can aggravate skin and should never be used on abraded or chafed skin.,
Piper Nigrum,WORST,It can cause significant skin sensitivity.,
Pogostemon Cablin,WORST,Fragrant oil derived from mint. It contains eugenol and can aggravate skin.,
Potentilla Erecta Root Extract,WORST,"Plant that can be irritating due to its tannin content, which causes skin constriction.",Hydration
Pumice,WORST,This volcanic rock is highly abrasive and can cause skin barrier damage.,
Pyrus Cydonia,WORST,"More commonly known as quince, this plant has astringent properties and may cause skin sensitivity.",
Quercus,WORST,Refers to hundreds of species of oak. Extracts of Quercus can have beneficial properties but they can also be skin sensitizing.,
Quercus Alba Bark Extract,WORST,The bark extract from a type of oak that can be sensitizing when applied topically.,
Quercus Infectoria Extract,WORST,This extract originating from a species of oak can cause skin sensitivity.,
Quince Seed,WORST,"Used as a thickening agent in cosmetics, but also has skin-constricting properties.",
Robinia Pseudacacia Extract,WORST,"Extract that can have antioxidant properties, although it also may have harmful components for skin.",
Rosa Damascena Flower Oil,WORST,Rose-derived essential oil with volatile fragrant compounds that pose a risk of irritation to skin.,
Rosa Damascena Oil,WORST,Oil of a very fragrant pink rose used as fragrance in cosmetics.,
Rosa Gallica Flower Extract,WORST,Fragrant extract.,
Rose Flower,WORST,Highly fragrant substance that can be a skin sensitizer.,
Rose Flower Oil,WORST,"Fragrant, volatile oil that can aggravate skin.",
Rosemary Oil,WORST,"This ingredient is used primarily as a fragrance in cosmetics, but the volatile chemicals that give it its fragrance (camphor is among them) are also capable of causing sensitivity when applied to skin.",
Rose Oil,WORST,"Fragrant, volatile oil that can aggravate skin.",
Rosewood Oil,WORST,Plant-derived oil that is used chiefly as a fragrance and flavoring ingredient; there's no research pertaining to its benefit for skin.,
Sandalwood Oil,WORST,"Fragrant oil (Latin name Santalum album) that can cause skin sensitivity, especially when used in pure concentrations.",
Sausurrea Oil,WORST,Also called costus oil. Volatile oil and fragrant component used in cosmetics; it can be a skin sensitizer.,
Sclareolide,WORST,Fermented from clary sage and used as a fragrant component in cosmetics.,
SD Alcohol,WORST,Volatile denatured alcohols that can cause dryness and potential barrier disruption when used in high concentrations for their solvent properties.,
SD Alcohol 40,WORST,Denatured alcohol used as a solvent. It can be drying and sensitizing to skin when one of the main ingredients in the formula.,
SD Alcohol 40-2,WORST,Denatured alcohol used as a solvent. It can be drying and sensitizing to skin when one of the main ingredients in the formula.,
Silver,WORST,"Metallic element that in cosmetics can have disinfecting properties; however, prolonged contact can turn skin grayish blue. Silver can be sensitizing to skin.",
Sisymbrium Irio Seed Oil,WORST,Essential oil whose fragrant compounds pose a risk of irritation to skin.,Hydration
Soap,WORST,"Most soaps are considered very drying due to their alkaline base (i.e., a pH over 8). Bar cleansers can be gentler than bar soaps, but are more often than not still drying, depending on their composition.",
Sodium Borate,WORST,A compound used in cosmetics in small quantities primarily as a pH adjuster.,
Sodium C14-16 Olefin Sulfonate,WORST,"Sensitizing anionic surfactant with cleansing and foaming properties. It can disrupt skin’s barrier, causing dryness due to water loss.",
Sodium Carbonate,WORST,Absorbent salt used in cosmetics; it can also be a skin sensitizer.,Oil Control
Sodium Cocoate,WORST,Used as a cleansing agent primarily in soaps. It can be drying and sensitizing for skin.,
Sodium Lauryl Sulfate,WORST,Versatile ingredient composed of several non-volatile alcohols. Functions primarily as a surfactant...,
Sodium Palmate,WORST,A soap ingredient created by the salts of acids derived from palm oil. May be naturally-derived or...,
Sodium Palm Kernelate,WORST,Cleansing agent that has the potential to irritate skin.,
Sodium Silicate,WORST,Highly alkaline and potentially sensitizing  mineral used in cosmetics...,
Sodium Tallowate,WORST,Sodium salt of tallow.,
Sodium Thioglycolate,WORST,"A synthetic ingredinet that functions as a reducing agent in cosmetics, most typically hair-removal lotions.",
Spearmint Oil,WORST,"Fragrant, volatile oil that can cause skin sensitivity.",
Star Anise,WORST,"Also known as aniseed, it can have antioxidant properties, but its fragrant components make this a potential skin sensitizer.",
Styrax Benzoin,WORST,Fragrant ingredient with the potential to irritate skin.,
Styrax Benzoin Resin Extract,WORST,Fragrant ingredient with the potential to irritate skin.,
Sulfur,WORST,"Sulfur has more negatives than positives for skin, and its use to treat skin concerns should be seen as a last resort if other ingredients (such as benzoyl peroxide, azelaic acid, and salicylic acid) don't work as well as you had hoped.",Anti-Acne
Symphytum Officinale Extract,WORST,The alkaloid content of this extract means it has the potential to aggravate skin.,
Szechuan Peppercorn,WORST,"From a plant native to Szechuan Province in China. Szechuan pepper is known for the ""numbing"" sensation it produces on the tongue.",
Tallow,WORST,"Substance extracted from the fatty deposits of animals, often used to make candles and soap.",
Tangerine Oil,WORST,"Fragrant, volatile citrus oil that can be a skin sensitizer.",
TEA-Lauryl Sulfate,WORST,"Cleansing agent that's potentially drying, particularly when it's the primary cleansing ingredient where the concentration is likely to exceed 10.5%.",
Thyme Oil,WORST,"Source of potent antioxidants, but its fragrant components (which are part of the oil itself) pose a risk of sensitivity.",
